Region,Technology,Type,Year,Value
Dakar,RES_PV_Utility_Inf,Variable Costs,2025,0.01
Diourbel,RES_PV_Utility_Inf,Variable Costs,2025,0.01
Thies,RES_PV_Utility_Inf,Variable Costs,2025,0.01
LS,RES_PV_Utility_Inf,Variable Costs,2025,0.01
FKK,RES_PV_Utility_Inf,Variable Costs,2025,0.01
ZS,RES_PV_Utility_Inf,Variable Costs,2025,0.01
MTKK,RES_PV_Utility_Inf,Variable Costs,2025,0.01
Dakar,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
Diourbel,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
Thies,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
LS,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
FKK,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
ZS,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
MTKK,RES_PV_Utility_Tracking,Variable Costs,2025,0.01
Dakar,RES_Residues,Variable Costs,2025,3.817765963
Diourbel,RES_Residues,Variable Costs,2025,3.817765963
Thies,RES_Residues,Variable Costs,2025,3.817765963
LS,RES_Residues,Variable Costs,2025,3.817765963
FKK,RES_Residues,Variable Costs,2025,3.817765963
ZS,RES_Residues,Variable Costs,2025,3.817765963
MTKK,RES_Residues,Variable Costs,2025,3.817765963
Dakar,RES_Roundwood,Variable Costs,2025,14.0749566
Diourbel,RES_Roundwood,Variable Costs,2025,14.0749566
Thies,RES_Roundwood,Variable Costs,2025,14.0749566
LS,RES_Roundwood,Variable Costs,2025,14.0749566
FKK,RES_Roundwood,Variable Costs,2025,14.0749566
ZS,RES_Roundwood,Variable Costs,2025,14.0749566
MTKK,RES_Roundwood,Variable Costs,2025,14.0749566
Dakar,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
Diourbel,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
Thies,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
LS,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
FKK,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
ZS,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
MTKK,RES_Wind_Offshore_Deep,Variable Costs,2025,0.01
Dakar,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
Diourbel,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
Thies,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
LS,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
FKK,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
ZS,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
MTKK,RES_Wind_Offshore_Shallow,Variable Costs,2025,0.01
Dakar,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
Diourbel,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
Thies,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
LS,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
FKK,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
ZS,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
MTKK,RES_Wind_Offshore_Transitional,Variable Costs,2025,0.01
Dakar,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
Diourbel,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
Thies,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
LS,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
FKK,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
ZS,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
MTKK,RES_Wind_Onshore_Avg,Variable Costs,2025,0.01
Dakar,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
Diourbel,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
Thies,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
LS,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
FKK,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
ZS,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
MTKK,RES_Wind_Onshore_Inf,Variable Costs,2025,0.01
Dakar,RES_Wood,Variable Costs,2025,3.435989366
Diourbel,RES_Wood,Variable Costs,2025,3.435989366
Thies,RES_Wood,Variable Costs,2025,3.435989366
LS,RES_Wood,Variable Costs,2025,3.435989366
FKK,RES_Wood,Variable Costs,2025,3.435989366
ZS,RES_Wood,Variable Costs,2025,3.435989366
MTKK,RES_Wood,Variable Costs,2025,3.435989366
Dakar,X_Biofuel,Variable Costs,2025,10.419800857495607
Diourbel,X_Biofuel,Variable Costs,2025,10.419800857495607
Thies,X_Biofuel,Variable Costs,2025,10.419800857495607
LS,X_Biofuel,Variable Costs,2025,10.419800857495607
FKK,X_Biofuel,Variable Costs,2025,10.419800857495607
ZS,X_Biofuel,Variable Costs,2025,10.419800857495607
MTKK,X_Biofuel,Variable Costs,2025,10.419800857495607
Dakar,X_DAC_HT,Variable Costs,2025,0.01
Diourbel,X_DAC_HT,Variable Costs,2025,0.01
Thies,X_DAC_HT,Variable Costs,2025,0.01
LS,X_DAC_HT,Variable Costs,2025,0.01
FKK,X_DAC_HT,Variable Costs,2025,0.01
ZS,X_DAC_HT,Variable Costs,2025,0.01
MTKK,X_DAC_HT,Variable Costs,2025,0.01
Dakar,X_DAC_LT,Variable Costs,2025,0.01
Diourbel,X_DAC_LT,Variable Costs,2025,0.01
Thies,X_DAC_LT,Variable Costs,2025,0.01
LS,X_DAC_LT,Variable Costs,2025,0.01
FKK,X_DAC_LT,Variable Costs,2025,0.01
ZS,X_DAC_LT,Variable Costs,2025,0.01
MTKK,X_DAC_LT,Variable Costs,2025,0.01
Dakar,X_Electrolysis,Variable Costs,2025,0.001
Diourbel,X_Electrolysis,Variable Costs,2025,0.001
Thies,X_Electrolysis,Variable Costs,2025,0.001
LS,X_Electrolysis,Variable Costs,2025,0.001
FKK,X_Electrolysis,Variable Costs,2025,0.001
ZS,X_Electrolysis,Variable Costs,2025,0.001
MTKK,X_Electrolysis,Variable Costs,2025,0.001
Dakar,X_Fuel_Cell,Variable Costs,2025,6.68648008308
Diourbel,X_Fuel_Cell,Variable Costs,2025,6.68648008308
Thies,X_Fuel_Cell,Variable Costs,2025,6.68648008308
LS,X_Fuel_Cell,Variable Costs,2025,6.68648008308
FKK,X_Fuel_Cell,Variable Costs,2025,6.68648008308
ZS,X_Fuel_Cell,Variable Costs,2025,6.68648008308
MTKK,X_Fuel_Cell,Variable Costs,2025,6.68648008308
Dakar,X_Gasifier,Variable Costs,2025,0.01
Diourbel,X_Gasifier,Variable Costs,2025,0.01
Thies,X_Gasifier,Variable Costs,2025,0.01
LS,X_Gasifier,Variable Costs,2025,0.01
FKK,X_Gasifier,Variable Costs,2025,0.01
ZS,X_Gasifier,Variable Costs,2025,0.01
MTKK,X_Gasifier,Variable Costs,2025,0.01
Dakar,X_Liquifier,Variable Costs,2025,6.919586807
Diourbel,X_Liquifier,Variable Costs,2025,6.919586807
Thies,X_Liquifier,Variable Costs,2025,6.919586807
LS,X_Liquifier,Variable Costs,2025,6.919586807
FKK,X_Liquifier,Variable Costs,2025,6.919586807
ZS,X_Liquifier,Variable Costs,2025,6.919586807
MTKK,X_Liquifier,Variable Costs,2025,6.919586807
Dakar,X_Methanation,Variable Costs,2025,0.43196112764
Diourbel,X_Methanation,Variable Costs,2025,0.43196112764
Thies,X_Methanation,Variable Costs,2025,0.43196112764
LS,X_Methanation,Variable Costs,2025,0.43196112764
FKK,X_Methanation,Variable Costs,2025,0.43196112764
ZS,X_Methanation,Variable Costs,2025,0.43196112764
MTKK,X_Methanation,Variable Costs,2025,0.43196112764
Dakar,X_Powerfuel,Variable Costs,2025,0.024214285710000002
Diourbel,X_Powerfuel,Variable Costs,2025,0.024214285710000002
Thies,X_Powerfuel,Variable Costs,2025,0.024214285710000002
LS,X_Powerfuel,Variable Costs,2025,0.024214285710000002
FKK,X_Powerfuel,Variable Costs,2025,0.024214285710000002
ZS,X_Powerfuel,Variable Costs,2025,0.024214285710000002
MTKK,X_Powerfuel,Variable Costs,2025,0.024214285710000002
Dakar,X_SMR,Variable Costs,2025,9.937869807073737
Diourbel,X_SMR,Variable Costs,2025,9.937869807073737
Thies,X_SMR,Variable Costs,2025,9.937869807073737
LS,X_SMR,Variable Costs,2025,9.937869807073737
FKK,X_SMR,Variable Costs,2025,9.937869807073737
ZS,X_SMR,Variable Costs,2025,9.937869807073737
MTKK,X_SMR,Variable Costs,2025,9.937869807073737
Dakar,X_SMR_CCS,Variable Costs,2025,9.937869807073737
Diourbel,X_SMR_CCS,Variable Costs,2025,9.937869807073737
Thies,X_SMR_CCS,Variable Costs,2025,9.937869807073737
LS,X_SMR_CCS,Variable Costs,2025,9.937869807073737
FKK,X_SMR_CCS,Variable Costs,2025,9.937869807073737
ZS,X_SMR_CCS,Variable Costs,2025,9.937869807073737
MTKK,X_SMR_CCS,Variable Costs,2025,9.937869807073737
Dakar,Z_ETS_Buy,Variable Costs,2025,0.01
Diourbel,Z_ETS_Buy,Variable Costs,2025,0.01
Thies,Z_ETS_Buy,Variable Costs,2025,0.01
LS,Z_ETS_Buy,Variable Costs,2025,0.01
FKK,Z_ETS_Buy,Variable Costs,2025,0.01
ZS,Z_ETS_Buy,Variable Costs,2025,0.01
MTKK,Z_ETS_Buy,Variable Costs,2025,0.01
Dakar,Z_ETS_Sell,Variable Costs,2025,0.01
Diourbel,Z_ETS_Sell,Variable Costs,2025,0.01
Thies,Z_ETS_Sell,Variable Costs,2025,0.01
LS,Z_ETS_Sell,Variable Costs,2025,0.01
FKK,Z_ETS_Sell,Variable Costs,2025,0.01
ZS,Z_ETS_Sell,Variable Costs,2025,0.01
MTKK,Z_ETS_Sell,Variable Costs,2025,0.01
Dakar,Z_Import_Gas,Variable Costs,2025,6.909586807
Diourbel,Z_Import_Gas,Variable Costs,2025,6.909586807
Thies,Z_Import_Gas,Variable Costs,2025,6.909586807
LS,Z_Import_Gas,Variable Costs,2025,6.909586807
FKK,Z_Import_Gas,Variable Costs,2025,6.909586807
ZS,Z_Import_Gas,Variable Costs,2025,6.909586807
MTKK,Z_Import_Gas,Variable Costs,2025,6.909586807
Dakar,Z_Import_H2,Variable Costs,2025,0.01
Diourbel,Z_Import_H2,Variable Costs,2025,0.01
Thies,Z_Import_H2,Variable Costs,2025,0.01
LS,Z_Import_H2,Variable Costs,2025,0.01
FKK,Z_Import_H2,Variable Costs,2025,0.01
ZS,Z_Import_H2,Variable Costs,2025,0.01
MTKK,Z_Import_H2,Variable Costs,2025,0.01
Dakar,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
Diourbel,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
Thies,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
LS,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
FKK,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
ZS,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
MTKK,Z_Import_Hardcoal,Variable Costs,2025,2.361503336
Dakar,Z_Import_LNG,Variable Costs,2025,0.01
Diourbel,Z_Import_LNG,Variable Costs,2025,0.01
Thies,Z_Import_LNG,Variable Costs,2025,0.01
LS,Z_Import_LNG,Variable Costs,2025,0.01
FKK,Z_Import_LNG,Variable Costs,2025,0.01
ZS,Z_Import_LNG,Variable Costs,2025,0.01
MTKK,Z_Import_LNG,Variable Costs,2025,0.01
Dakar,Z_Import_Oil,Variable Costs,2025,8.970588081
Diourbel,Z_Import_Oil,Variable Costs,2025,8.970588081
Thies,Z_Import_Oil,Variable Costs,2025,8.970588081
LS,Z_Import_Oil,Variable Costs,2025,8.970588081
FKK,Z_Import_Oil,Variable Costs,2025,8.970588081
ZS,Z_Import_Oil,Variable Costs,2025,8.970588081
MTKK,Z_Import_Oil,Variable Costs,2025,8.970588081
Dakar,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
Diourbel,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
Thies,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
LS,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
FKK,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
ZS,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
MTKK,X_Alkaline_Electrolysis,Variable Costs,2025,0.01
Dakar,X_PEM_Electrolysis,Variable Costs,2025,0.01
Diourbel,X_PEM_Electrolysis,Variable Costs,2025,0.01
Thies,X_PEM_Electrolysis,Variable Costs,2025,0.01
LS,X_PEM_Electrolysis,Variable Costs,2025,0.01
FKK,X_PEM_Electrolysis,Variable Costs,2025,0.01
ZS,X_PEM_Electrolysis,Variable Costs,2025,0.01
MTKK,X_PEM_Electrolysis,Variable Costs,2025,0.01
Dakar,X_SOEC_Electrolysis,Variable Costs,2025,0.01
Diourbel,X_SOEC_Electrolysis,Variable Costs,2025,0.01
Thies,X_SOEC_Electrolysis,Variable Costs,2025,0.01
LS,X_SOEC_Electrolysis,Variable Costs,2025,0.01
FKK,X_SOEC_Electrolysis,Variable Costs,2025,0.01
ZS,X_SOEC_Electrolysis,Variable Costs,2025,0.01
MTKK,X_SOEC_Electrolysis,Variable Costs,2025,0.01
Dakar,P_Oil,Variable Costs,2025,23.477418140478054
Diourbel,P_Oil,Variable Costs,2025,23.477418140478054
Thies,P_Oil,Variable Costs,2025,23.477418140478054
LS,P_Oil,Variable Costs,2025,23.477418140478054
FKK,P_Oil,Variable Costs,2025,23.477418140478054
ZS,P_Oil,Variable Costs,2025,23.477418140478054
MTKK,P_Oil,Variable Costs,2025,23.477418140478054
Dakar,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
Diourbel,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
Thies,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
LS,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
FKK,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
ZS,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
MTKK,HLI_Oil_Boiler,Variable Costs,2025,10.548556418148591
Dakar,HMI_Oil,Variable Costs,2025,14.99823714323173
Diourbel,HMI_Oil,Variable Costs,2025,14.99823714323173
Thies,HMI_Oil,Variable Costs,2025,14.99823714323173
LS,HMI_Oil,Variable Costs,2025,14.99823714323173
FKK,HMI_Oil,Variable Costs,2025,14.99823714323173
ZS,HMI_Oil,Variable Costs,2025,14.99823714323173
MTKK,HMI_Oil,Variable Costs,2025,14.99823714323173
Dakar,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
Diourbel,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
Thies,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
LS,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
FKK,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
ZS,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
MTKK,P_Coal_Hardcoal,Variable Costs,2025,5.009113545223483
Dakar,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
Diourbel,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
Thies,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
LS,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
FKK,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
ZS,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
MTKK,HMI_HardCoal,Variable Costs,2025,3.3453780310582895
Dakar,HMI_Biomass,Variable Costs,2025,8.624251520570935
Diourbel,HMI_Biomass,Variable Costs,2025,8.624251520570935
Thies,HMI_Biomass,Variable Costs,2025,8.624251520570935
LS,HMI_Biomass,Variable Costs,2025,8.624251520570935
FKK,HMI_Biomass,Variable Costs,2025,8.624251520570935
ZS,HMI_Biomass,Variable Costs,2025,8.624251520570935
MTKK,HMI_Biomass,Variable Costs,2025,8.624251520570935
Dakar,HMI_Gas,Variable Costs,2025,7.596444292390886
Diourbel,HMI_Gas,Variable Costs,2025,7.596444292390886
Thies,HMI_Gas,Variable Costs,2025,7.596444292390886
LS,HMI_Gas,Variable Costs,2025,7.596444292390886
FKK,HMI_Gas,Variable Costs,2025,7.596444292390886
ZS,HMI_Gas,Variable Costs,2025,7.596444292390886
MTKK,HMI_Gas,Variable Costs,2025,7.596444292390886
Dakar,A_Rooftop_Commercial,Variable Costs,2025,0.01
Diourbel,A_Rooftop_Commercial,Variable Costs,2025,0.01
Thies,A_Rooftop_Commercial,Variable Costs,2025,0.01
LS,A_Rooftop_Commercial,Variable Costs,2025,0.01
FKK,A_Rooftop_Commercial,Variable Costs,2025,0.01
ZS,A_Rooftop_Commercial,Variable Costs,2025,0.01
MTKK,A_Rooftop_Commercial,Variable Costs,2025,0.01
Dakar,R_Gas,Variable Costs,2025,4.8623
Diourbel,R_Gas,Variable Costs,2025,4.8623
Thies,R_Gas,Variable Costs,2025,4.8623
LS,R_Gas,Variable Costs,2025,4.8623
FKK,R_Gas,Variable Costs,2025,4.8623
ZS,R_Gas,Variable Costs,2025,4.8623
MTKK,R_Gas,Variable Costs,2025,4.8623
Dakar,R_Oil,Variable Costs,2025,11.0568
Diourbel,R_Oil,Variable Costs,2025,11.0568
Thies,R_Oil,Variable Costs,2025,11.0568
LS,R_Oil,Variable Costs,2025,11.0568
FKK,R_Oil,Variable Costs,2025,11.0568
ZS,R_Oil,Variable Costs,2025,11.0568
MTKK,R_Oil,Variable Costs,2025,11.0568
Dakar,R_Coal_Hardcoal,Variable Costs,2025,0.01
Diourbel,R_Coal_Hardcoal,Variable Costs,2025,0.01
Thies,R_Coal_Hardcoal,Variable Costs,2025,0.01
LS,R_Coal_Hardcoal,Variable Costs,2025,0.01
FKK,R_Coal_Hardcoal,Variable Costs,2025,0.01
ZS,R_Coal_Hardcoal,Variable Costs,2025,0.01
MTKK,R_Coal_Hardcoal,Variable Costs,2025,0.01
Dakar,RES_Hydro_Large,Variable Costs,2025,0.833333334
Diourbel,RES_Hydro_Large,Variable Costs,2025,0.833333334
Thies,RES_Hydro_Large,Variable Costs,2025,0.833333334
LS,RES_Hydro_Large,Variable Costs,2025,0.833333334
FKK,RES_Hydro_Large,Variable Costs,2025,0.833333334
ZS,RES_Hydro_Large,Variable Costs,2025,0.833333334
MTKK,RES_Hydro_Large,Variable Costs,2025,0.833333334
Dakar,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
Diourbel,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
Thies,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
LS,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
FKK,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
ZS,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
MTKK,RES_PV_Rooftop_Commercial,Variable Costs,2025,0.01
Dakar,RES_PV_Utility_Opt,Variable Costs,2025,0.01
Diourbel,RES_PV_Utility_Opt,Variable Costs,2025,0.01
Thies,RES_PV_Utility_Opt,Variable Costs,2025,0.01
LS,RES_PV_Utility_Opt,Variable Costs,2025,0.01
FKK,RES_PV_Utility_Opt,Variable Costs,2025,0.01
ZS,RES_PV_Utility_Opt,Variable Costs,2025,0.01
MTKK,RES_PV_Utility_Opt,Variable Costs,2025,0.01
Dakar,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
Diourbel,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
Thies,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
LS,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
FKK,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
ZS,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
MTKK,RES_Wind_Onshore_Opt,Variable Costs,2025,0.006388889
Dakar,P_Biomass,Variable Costs,2025,18.587349109966432
Diourbel,P_Biomass,Variable Costs,2025,18.587349109966432
Thies,P_Biomass,Variable Costs,2025,18.587349109966432
LS,P_Biomass,Variable Costs,2025,18.587349109966432
FKK,P_Biomass,Variable Costs,2025,18.587349109966432
ZS,P_Biomass,Variable Costs,2025,18.587349109966432
MTKK,P_Biomass,Variable Costs,2025,18.587349109966432
Dakar,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
Diourbel,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
Thies,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
LS,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
FKK,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
ZS,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
MTKK,D_Battery_Li-Ion,Variable Costs,2025,12.59259259
Dakar,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
Diourbel,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
Thies,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
LS,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
FKK,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
ZS,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
MTKK,FRT_Rail_Conv,Variable Costs,2025,7.019803378601497
Dakar,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
Diourbel,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
Thies,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
LS,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
FKK,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
ZS,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
MTKK,FRT_Road_ICE,Variable Costs,2025,27.87887539659016
Dakar,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
Diourbel,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
Thies,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
LS,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
FKK,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
ZS,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
MTKK,FRT_Ship_Conv,Variable Costs,2025,4.561584837941681
Dakar,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
Diourbel,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
Thies,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
LS,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
FKK,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
ZS,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
MTKK,PSNG_Air_Conv,Variable Costs,2025,10.643633034359862
Dakar,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
Diourbel,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
Thies,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
LS,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
FKK,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
ZS,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
MTKK,PSNG_Rail_Conv,Variable Costs,2025,2.631666619959804
Dakar,PSNG_Road_BEV,Variable Costs,2025,0.09
Diourbel,PSNG_Road_BEV,Variable Costs,2025,0.09
Thies,PSNG_Road_BEV,Variable Costs,2025,0.09
LS,PSNG_Road_BEV,Variable Costs,2025,0.09
FKK,PSNG_Road_BEV,Variable Costs,2025,0.09
ZS,PSNG_Road_BEV,Variable Costs,2025,0.09
MTKK,PSNG_Road_BEV,Variable Costs,2025,0.09
Dakar,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
Diourbel,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
Thies,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
LS,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
FKK,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
ZS,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
MTKK,PSNG_Road_ICE,Variable Costs,2025,10.525784131239805
Dakar,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
Diourbel,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
Thies,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
LS,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
FKK,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
ZS,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
MTKK,PSNG_Road_PHEV,Variable Costs,2025,9.358439638376954
Dakar,P_Gas_Engines,Variable Costs,2025,18.684558939892042
Diourbel,P_Gas_Engines,Variable Costs,2025,18.684558939892042
Thies,P_Gas_Engines,Variable Costs,2025,18.684558939892042
LS,P_Gas_Engines,Variable Costs,2025,18.684558939892042
FKK,P_Gas_Engines,Variable Costs,2025,18.684558939892042
ZS,P_Gas_Engines,Variable Costs,2025,18.684558939892042
MTKK,P_Gas_Engines,Variable Costs,2025,18.684558939892042
Dakar,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
Diourbel,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
Thies,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
LS,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
FKK,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
ZS,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
MTKK,P_Gas_OCGT,Variable Costs,2025,16.46139715985284
Dakar,A_Air,Variable Costs,2030,0.01
Diourbel,A_Air,Variable Costs,2030,0.01
Thies,A_Air,Variable Costs,2030,0.01
LS,A_Air,Variable Costs,2030,0.01
FKK,A_Air,Variable Costs,2030,0.01
ZS,A_Air,Variable Costs,2030,0.01
MTKK,A_Air,Variable Costs,2030,0.01
Dakar,A_Rooftop_Residential,Variable Costs,2030,0.01
Diourbel,A_Rooftop_Residential,Variable Costs,2030,0.01
Thies,A_Rooftop_Residential,Variable Costs,2030,0.01
LS,A_Rooftop_Residential,Variable Costs,2030,0.01
FKK,A_Rooftop_Residential,Variable Costs,2030,0.01
ZS,A_Rooftop_Residential,Variable Costs,2030,0.01
MTKK,A_Rooftop_Residential,Variable Costs,2030,0.01
Dakar,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
Diourbel,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
Thies,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
LS,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
FKK,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
ZS,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
MTKK,CHP_Biomass_Solid,Variable Costs,2030,20.468557588154837
Dakar,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
Diourbel,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
Thies,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
LS,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
FKK,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
ZS,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
MTKK,CHP_Biomass_Solid_CCS,Variable Costs,2030,21.446152137595057
Dakar,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
Diourbel,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
Thies,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
LS,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
FKK,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
ZS,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
MTKK,CHP_Coal_Hardcoal,Variable Costs,2030,6.059635080969537
