Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [TWh],Transportation,FKK,Oil,2050,3.353652739439684
Final Energy Demand [TWh],Transportation,FKK,Power,2030,0.08844730920965341
Final Energy Demand [TWh],Transportation,FKK,Power,2035,0.16734222721751266
Final Energy Demand [TWh],Transportation,FKK,Power,2040,0.2212634485404761
Final Energy Demand [TWh],Transportation,FKK,Power,2045,0.35345935187404226
Final Energy Demand [TWh],Transportation,FKK,Power,2050,0.5296963001382092
Final Energy Demand [TWh],Transportation,ZS,Oil,2022,0.8312061594425583
Final Energy Demand [TWh],Transportation,ZS,Oil,2025,0.8711126358021031
Final Energy Demand [TWh],Transportation,ZS,Oil,2030,0.895252472927546
Final Energy Demand [TWh],Transportation,ZS,Oil,2035,1.0184255190543778
Final Energy Demand [TWh],Transportation,ZS,Oil,2040,1.1708646470143402
Final Energy Demand [TWh],Transportation,ZS,Oil,2045,1.3877989449853212
Final Energy Demand [TWh],Transportation,ZS,Oil,2050,1.621177995450108
Final Energy Demand [TWh],Transportation,ZS,Power,2030,0.04465763050142588
Final Energy Demand [TWh],Transportation,ZS,Power,2035,0.08343808844305951
Final Energy Demand [TWh],Transportation,ZS,Power,2040,0.11174665645931463
Final Energy Demand [TWh],Transportation,ZS,Power,2045,0.17939022390787893
Final Energy Demand [TWh],Transportation,ZS,Power,2050,0.26900718165771353
Final Energy Demand [TWh],Transportation,MTKK,Oil,2022,1.6988742447481981
Final Energy Demand [TWh],Transportation,MTKK,Oil,2025,1.7890370328324674
