,Diourbel-0,Diourbel-1,Diourbel-2,Diourbel-3,Diourbel-4,Diourbel-5,Diourbel-6,Diourbel-7,Diourbel-8,Diourbel-9,Diourbel-10,Diourbel-11,Diourbel-12,Diourbel-13,Diourbel-14,Diourbel-15
2030-01-02 10:00:00,123.0710865901798,123.0710865901798,123.0710865901798,123.0710865901798,259.1520676457053,87.30584603654698,123.0710865901798,122.7241459501798,123.0710865901798,259.1534627987142,259.1534627987142,123.0710865901798,123.0710865901798,123.0710865901798,123.0710865901798,123.0710865901798
2030-01-02 11:00:00,123.0710865901798,123.0710865901798,123.0710865901798,122.7199699501798,123.0710865901798,87.30584603654698,123.0710865901798,87.30584603654698,123.0710865901798,123.0710865901798,123.0710865901798,87.46975974116236,87.29123003654698,123.0710865901798,122.7241459501798,123.0710865901798
2030-01-02 12:00:00,87.46975974116236,123.0669105901798,122.7241459501798,122.7199699501798,123.0710865901798,87.11775971654697,122.7199699501798,87.29123003654698,122.7241459501798,123.0710865901798,123.0710865901798,87.30584603654698,87.29123003654698,122.7199699501798,122.7199699501798,122.7199699501798
2030-01-02 13:00:00,87.29123003654698,123.0710865901798,122.7199699501798,122.7241459501798,123.0669105901798,87.11775971654697,122.7199699501798,87.29123003654698,122.7199699501798,123.0669105901798,123.0669105901798,87.29123003654698,87.30584603654698,122.7199699501798,122.7241459501798,122.7199699501798
2030-01-02 14:00:00,87.29123003654698,122.7199699501798,122.7199699501798,123.0710865901798,123.0669105901798,87.30584603654698,122.7241459501798,87.30584603654698,87.29123003654698,123.0669105901798,123.0669105901798,87.29123003654698,122.7241459501798,122.7241459501798,122.7199699501798,123.0710865901798
2030-01-02 15:00:00,87.46975974116236,123.0710865901798,122.7241459501798,123.0710865901798,123.0710865901798,87.30584603654698,123.0710865901798,122.7241459501798,122.7241459501798,123.0710865901798,123.0710865901798,87.30584603654698,123.0710865901798,123.0710865901798,123.0710865901798,123.0710865901798
2030-01-02 16:00:00,123.0710865901798,123.0710865901798,123.0710865901798,259.1534627987142,123.0710865901798,87.30584603654698,259.1534627987142,123.0710865901798,123.0710865901798,260.1404191897142,123.0710865901798,123.0710865901798,123.0710865901798,259.1520676457053,123.0710865901798,259.1534627987142
2030-01-02 17:00:00,259.1534627987142,259.8057689816915,123.0710865901798,260.79544910071417,259.8057689816915,123.0710865901798,260.1404191897142,259.1520676457053,259.8057689816915,260.79544910071417,260.1404191897142,123.0710865901798,259.8057689816915,260.13902403670534,259.8057689816915,260.1404191897142
2030-01-02 18:00:00,260.79544910071417,260.79544910071417,259.1534627987142,260.79544910071417,260.79405394770527,123.0710865901798,260.79544910071417,260.13902403670534,260.79405394770527,260.79747674679646,260.79544910071417,260.1404191897142,260.79544910071417,260.79405394770527,260.79405394770527,260.79747674679646
2030-01-02 19:00:00,260.96498278736067,260.96498278736067,260.79747674679646,260.96498278736067,260.79747674679646,260.7949995778466,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.79747674679646,260.96498278736067,260.9679172421877,260.81233976049515,260.96498278736067
2030-01-02 20:00:00,260.96498278736067,260.96791724218764,260.81233976049515,260.96498278736067,260.96498278736067,260.79747674679646,260.9679172421877,260.96791724218764,260.96791724218764,260.9679172421877,260.96791724218764,260.79747674679646,260.96791724218764,260.96498278736067,260.79747674679646,260.9679172421877
2030-01-02 21:00:00,260.96498278736067,260.79544910071417,260.79544910071417,260.9679172421877,260.9679172421877,260.8123397604952,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.8123397604952,260.79747674679646,260.96498278736067,260.79747674679646,260.96498278736067
2030-01-02 22:00:00,260.9679172421877,260.96351555994715,260.7995043928789,260.96498278736067,260.96498278736067,260.7949995778466,260.96498278736067,260.79747674679646,260.79747674679646,260.96498278736067,260.96498278736067,260.79747674679646,260.79544910071417,260.79747674679646,260.79405394770527,260.96498278736067
