,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
46,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.22040458477414,260.5668419011877,260.5668419011877,260.5668419011877,262.20589374836067,261.5508638373607
47,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,262.20589374836067,261.5508638373607
48,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,262.20589374836067,261.5508638373607
49,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,261.55233106477414,261.5508638373607
50,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,261.55233106477414,261.5508638373607
51,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,261.55233106477414,261.5508638373607
52,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.2189373573607,260.5668419011877,260.5668419011877,260.5668419011877,261.55233106477414,261.5508638373607
53,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,261.5508638373607
54,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,261.5493966099472
55,9998.780324198,260.5668419011877,261.5508638373606,260.5668419011877,261.2189373573607,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373607,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,261.5493966099472
56,9998.780324198,260.5668419011877,261.11876279447046,260.5668419011877,261.21893735736063,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,261.21893735736063
57,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,261.21893735736063
58,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
59,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,261.21893735736063,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
60,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
61,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
