,Hydro,WindPower,Solar,NaturalGaz,Oil,Non Served
2030-08-25 09:00:00,217.4139378198428,0.0,0.0,0.0,0.0,0.0
2030-08-25 10:00:00,207.04953880228283,0.0,0.0,0.0,0.0,0.0
2030-08-25 11:00:00,206.53093112871147,0.0,0.0,0.0,0.0,0.0
2030-08-25 12:00:00,203.36546729048464,0.0,0.0,0.0,0.0,0.0
2030-08-25 13:00:00,210.36411279146907,0.0,0.0,0.0,0.0,0.0
2030-08-25 14:00:00,190.64687077676734,0.0,0.0,0.0,0.0,0.0
2030-08-25 15:00:00,200.3811724557803,0.0,0.0,0.0,0.0,0.0
2030-08-25 16:00:00,214.76174378848782,0.0,0.0,0.0,0.0,0.0
2030-08-25 17:00:00,233.1417511791724,0.0,0.0,0.0,0.0,0.0
2030-08-25 18:00:00,243.77832102296838,0.0,0.0,0.0,0.0,0.0
2030-08-25 19:00:00,261.57674856041945,0.0,0.0,0.0,0.0,0.0
2030-08-25 20:00:00,299.310939207408,0.0,0.0,0.0,0.0,0.0
2030-08-25 21:00:00,304.80989761991816,0.0,0.0,0.0,0.0,0.0
2030-08-25 22:00:00,308.69585787909966,0.0,0.0,0.0,0.0,0.0
2030-08-25 23:00:00,302.23990547620116,0.0,0.0,0.0,0.0,0.0
2030-08-26 00:00:00,286.8668413417131,0.0,0.0,0.0,0.0,0.0
2030-08-26 01:00:00,273.64443850717754,0.0,0.0,0.0,0.0,0.0
2030-08-26 02:00:00,262.64606549740427,0.0,0.0,0.0,0.0,0.0
2030-08-26 03:00:00,255.40338956878517,0.0,0.0,0.0,0.0,0.0
2030-08-26 04:00:00,241.42865043651267,0.0,0.0,0.0,0.0,0.0
2030-08-26 05:00:00,236.2715048415829,0.0,0.0,0.0,0.0,0.0
2030-08-26 06:00:00,235.39446051304265,0.0,0.0,0.0,0.0,0.0
2030-08-26 07:00:00,229.7052006418515,0.0,0.0,0.0,0.0,0.0
2030-08-26 08:00:00,221.66719677515044,0.0,0.0,0.0,0.0,0.0
2030-08-26 09:00:00,216.14567621133187,0.0,0.0,0.0,0.0,0.0
2030-08-26 10:00:00,209.50925133299603,0.0,0.0,0.0,0.0,0.0
2030-08-26 11:00:00,201.74437063822873,0.0,0.0,0.0,0.0,0.0
2030-08-26 12:00:00,196.936355910906,0.0,0.0,0.0,0.0,0.0
2030-08-26 13:00:00,200.72182224881965,0.0,0.0,0.0,0.0,0.0
2030-08-26 14:00:00,190.97757234875328,0.0,0.0,0.0,0.0,0.0
2030-08-26 15:00:00,194.84502405056458,0.0,0.0,0.0,0.0,0.0
2030-08-26 16:00:00,211.28496796565292,0.0,0.0,0.0,0.0,0.0
2030-08-26 17:00:00,230.95725040299527,0.0,0.0,0.0,0.0,0.0
2030-08-26 18:00:00,240.0931026975114,0.0,0.0,0.0,0.0,0.0
2030-08-26 19:00:00,261.98571697837036,0.0,0.0,0.0,0.0,0.0
2030-08-26 20:00:00,302.0265239492549,0.0,0.0,0.0,0.0,0.0
2030-08-26 21:00:00,307.93594746155964,0.0,0.0,0.0,0.0,0.0
2030-08-26 22:00:00,310.8492284839167,0.0,0.0,0.0,0.0,0.0
2030-08-26 23:00:00,303.79997895992176,0.0,0.0,0.0,0.0,0.0
2030-08-27 00:00:00,287.7946994666843,0.0,0.0,0.0,0.0,0.0
2030-08-27 01:00:00,275.0190824758038,0.0,0.0,0.0,0.0,0.0
2030-08-27 02:00:00,263.55318706547644,0.0,0.0,0.0,0.0,0.0
2030-08-27 03:00:00,255.94972688593649,0.0,0.0,0.0,0.0,0.0
2030-08-27 04:00:00,242.06027499702054,0.0,0.0,0.0,0.0,0.0
2030-08-27 05:00:00,237.0208519561013,0.0,0.0,0.0,0.0,0.0
2030-08-27 06:00:00,235.94026619028716,0.0,0.0,0.0,0.0,0.0
2030-08-27 07:00:00,231.02335450906594,0.0,0.0,0.0,0.0,0.0
2030-08-27 08:00:00,224.67276706273012,0.0,0.0,0.0,0.0,0.0
2030-08-27 09:00:00,216.78956934479336,0.0,0.0,0.0,0.0,0.0
2030-08-27 10:00:00,203.14274814453097,0.0,0.0,0.0,0.0,0.0
2030-08-27 11:00:00,199.25568139689653,0.0,0.0,0.0,0.0,0.0
2030-08-27 12:00:00,191.53522833249494,0.0,0.0,0.0,0.0,0.0
2030-08-27 13:00:00,196.94021206062638,0.0,0.0,0.0,0.0,0.0
2030-08-27 14:00:00,190.7611556059129,0.0,0.0,0.0,0.0,0.0
2030-08-27 15:00:00,195.2655873374713,0.0,0.0,0.0,0.0,0.0
2030-08-27 16:00:00,211.3788757153548,0.0,0.0,0.0,0.0,0.0
2030-08-27 17:00:00,230.13363767602516,0.0,0.0,0.0,0.0,0.0
2030-08-27 18:00:00,241.75849636258087,0.0,0.0,0.0,0.0,0.0
2030-08-27 19:00:00,262.68866090644605,0.0,0.0,0.0,0.0,0.0
2030-08-27 20:00:00,301.60508140488105,0.0,0.0,0.0,0.0,0.0
2030-08-27 21:00:00,306.73884411176584,0.0,0.0,0.0,0.0,0.0
2030-08-27 22:00:00,309.50746446958715,0.0,0.0,0.0,0.0,0.0
2030-08-27 23:00:00,302.47501331577917,0.0,0.0,0.0,0.0,0.0
2030-08-28 00:00:00,287.2975795307268,0.0,0.0,0.0,0.0,0.0
2030-08-28 01:00:00,274.56958902989356,0.0,0.0,0.0,0.0,0.0
2030-08-28 02:00:00,263.2711880149796,0.0,0.0,0.0,0.0,0.0
2030-08-28 03:00:00,255.9291248300657,0.0,0.0,0.0,0.0,0.0
2030-08-28 04:00:00,242.06000565295855,0.0,0.0,0.0,0.0,0.0
2030-08-28 05:00:00,237.17225033720288,0.0,0.0,0.0,0.0,0.0
2030-08-28 06:00:00,235.74504984448163,0.0,0.0,0.0,0.0,0.0
2030-08-28 07:00:00,230.7275716809334,0.0,0.0,0.0,0.0,0.0
2030-08-28 08:00:00,224.90826432469146,0.0,0.0,0.0,0.0,0.0
2030-08-28 09:00:00,218.47195525313623,0.0,0.0,0.0,0.0,0.0
2030-08-28 10:00:00,206.73165034872918,0.0,0.0,0.0,0.0,0.0
2030-08-28 11:00:00,196.74778400164757,0.0,0.0,0.0,0.0,0.0
2030-08-28 12:00:00,192.0082851198737,0.0,0.0,0.0,0.0,0.0
2030-08-28 13:00:00,196.23634831130946,0.0,0.0,0.0,0.0,0.0
2030-08-28 14:00:00,193.26677722785882,0.0,0.0,0.0,0.0,0.0
2030-08-28 15:00:00,195.80106208449564,0.0,0.0,0.0,0.0,0.0
2030-08-28 16:00:00,208.33658859195285,0.0,0.0,0.0,0.0,0.0
2030-08-28 17:00:00,231.2438310610202,0.0,0.0,0.0,0.0,0.0
2030-08-28 18:00:00,240.59736102708214,0.0,0.0,0.0,0.0,0.0
2030-08-28 19:00:00,261.9495009448017,0.0,0.0,0.0,0.0,0.0
2030-08-28 20:00:00,301.2061570498986,0.0,0.0,0.0,0.0,0.0
2030-08-28 21:00:00,306.2629419295433,0.0,0.0,0.0,0.0,0.0
2030-08-28 22:00:00,309.82545823114737,0.0,0.0,0.0,0.0,0.0
2030-08-28 23:00:00,302.6453097201123,0.0,0.0,0.0,0.0,0.0
2030-08-29 00:00:00,287.5059223378932,0.0,0.0,0.0,0.0,0.0
2030-08-29 01:00:00,274.69818449711966,0.0,0.0,0.0,0.0,0.0
2030-08-29 02:00:00,263.16533185945576,0.0,0.0,0.0,0.0,0.0
2030-08-29 03:00:00,255.59879804774815,0.0,0.0,0.0,0.0,0.0
2030-08-29 04:00:00,241.70154974460678,0.0,0.0,0.0,0.0,0.0
2030-08-29 05:00:00,236.8531654040068,0.0,0.0,0.0,0.0,0.0
2030-08-29 06:00:00,235.53850604931782,0.0,0.0,0.0,0.0,0.0
2030-08-29 07:00:00,229.5833103706945,0.0,0.0,0.0,0.0,0.0
2030-08-29 08:00:00,224.7693068014122,0.0,0.0,0.0,0.0,0.0
2030-08-29 09:00:00,216.2388275671786,0.0,0.0,0.0,0.0,0.0
2030-08-29 10:00:00,204.80284118541553,0.0,0.0,0.0,0.0,0.0
2030-08-29 11:00:00,199.64243587795428,0.0,0.0,0.0,0.0,0.0
2030-08-29 12:00:00,199.26119507497694,0.0,0.0,0.0,0.0,0.0
2030-08-29 13:00:00,204.58631511346036,0.0,0.0,0.0,0.0,0.0
